Local time in Surabaya,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.09.2021 13:00,35.3,756.5,756.8,-1.6,39,Wind blowing from the east,5,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12.0,19.5,,,,,,
01.09.2021 10:00,30.6,758.1,758.4,0.0,67,Wind blowing from the north-east,3,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,23.8,,,,,,
01.09.2021 07:00,25.8,758.1,758.4,0.7,82,"Calm, no wind",0,,,40%., ,,,25.6,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,22.4,,,,,,
01.09.2021 04:00,26.5,757.4,757.7,-0.4,76,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,21.9,,,,,,
01.09.2021 01:00,28.1,757.8,758.1,-0.7,79,Wind blowing from the south-southeast,1,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,24.1,,,,,,
31.08.2021 22:00,29.0,758.5,758.8,1.5,72,Wind blowing from the east-southeast,2,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,23.5,,,,,,
31.08.2021 19:00,29.8,757.0,757.4,1.5,65,Wind blowing from the east-southeast,4,,,no clouds, ,,,,36.1,,,,,,8.0,22.5,,,,,,
31.08.2021 16:00,33.2,755.5,755.9,-0.9,47,Wind blowing from the south-east,5,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,20.5,,,,,,
31.08.2021 13:00,34.2,756.4,756.7,-1.7,48,Wind blowing from the east,4,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,21.7,,,,,,
31.08.2021 10:00,31.4,758.1,758.4,-0.1,71,Wind blowing from the east-southeast,2,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,25.5,,,,,,
31.08.2021 07:00,26.0,758.2,758.5,0.9,83,Wind blowing from the south-southwest,1,,,20–30%., ,,,26.0,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,22.9,,,,,,
31.08.2021 04:00,26.7,757.3,757.6,-0.4,81,"Calm, no wind",0,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.2,,,,,,
31.08.2021 01:00,28.2,757.7,758.0,-0.5,77,"Calm, no wind",0,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.7,,,,,,
30.08.2021 22:00,28.8,758.2,758.5,1.3,75,Wind blowing from the east-southeast,3,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.9,,,,,,
30.08.2021 19:00,30.4,756.9,757.3,1.1,67,Wind blowing from the east-southeast,3,,,70 – 80%., ,,,,35.0,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,23.6,,,,,,
30.08.2021 16:00,32.1,755.8,756.1,-0.4,59,Wind blowing from the east,3,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,23.1,,,,,,
30.08.2021 13:00,34.8,756.2,756.5,-1.2,50,Wind blowing from the east-southeast,5,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,22.8,,,,,,
30.08.2021 10:00,33.2,757.4,757.7,0.0,51,Wind blowing from the south-east,6,,,60%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,21.7,,,,,,
30.08.2021 07:00,26.4,757.4,757.8,1.1,82,"Calm, no wind",0,,,60%., ,,,26.2,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.1,,,,,,
30.08.2021 04:00,27.4,756.3,756.6,-0.2,76,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,22.8,,,,,,
30.08.2021 01:00,28.1,756.5,756.8,-0.8,72,"Calm, no wind",0,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,22.5,,,,,,
29.08.2021 22:00,29.2,757.3,757.6,0.3,66,Wind blowing from the south,3,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,22.2,,,,,,
29.08.2021 19:00,30.1,757.0,757.3,1.8,67,Wind blowing from the south-east,3,,,100%., ,,,,35.8,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,23.4,,,,,,
29.08.2021 16:00,32.2,755.2,755.5,-0.2,57,Wind blowing from the east-southeast,4,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,22.6,,,,,,
29.08.2021 13:00,34.6,755.4,755.8,-1.6,42,Wind blowing from the east,6,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,19.8,,,,,,
29.08.2021 10:00,33.6,757.0,757.3,-0.1,50,Wind blowing from the south-east,5,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,21.7,,,,,,
29.08.2021 07:00,26.2,757.1,757.5,1.0,80,"Calm, no wind",0,,,20–30%., ,,,25.6,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,22.4,,,,,,
29.08.2021 04:00,26.8,756.1,756.5,-0.3,82,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,23.5,,,,,,
29.08.2021 01:00,27.8,756.4,756.8,-0.8,80,Wind blowing from the east-southeast,1,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,24.0,,,,,,
28.08.2021 22:00,28.8,757.2,757.5,0.7,75,Wind blowing from the east,3,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,23.9,,,,,,
28.08.2021 19:00,29.4,756.5,756.9,1.2,68,Wind blowing from the south-east,4,,,50%., ,,,,35.6,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,22.8,,,,,,
28.08.2021 16:00,31.4,755.3,755.7,-0.3,60,Wind blowing from the east,5,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,22.6,,,,,,
28.08.2021 13:00,34.3,755.6,756.0,-1.5,48,Wind blowing from the south-southeast,2,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,21.7,,,,,,
28.08.2021 10:00,33.7,757.1,757.4,0.0,50,Wind blowing from the east,2,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,21.8,,,,,,
28.08.2021 07:00,27.0,757.1,757.4,1.0,77,"Calm, no wind",0,,,70 – 80%., ,,,23.9,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,22.7,,,,,,
28.08.2021 04:00,26.2,756.1,756.4,-0.3,78,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,22.0,,,,,,
28.08.2021 01:00,27.8,756.4,756.7,-1.2,69,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,21.6,,,,,,
27.08.2021 22:00,29.0,757.6,757.9,0.5,68,"Calm, no wind",0,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,22.6,,,,,,
27.08.2021 19:00,30.0,757.1,757.4,1.6,68,Wind blowing from the south-east,2,,,60%., ,,,,34.9,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.4,,,,,,
27.08.2021 16:00,33.8,755.5,755.8,-0.8,41,Wind blowing from the east-southeast,3,,,50%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,18.9,,,,,,
27.08.2021 13:00,34.9,756.3,756.6,-1.7,44,Wind blowing from the east,4,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,20.8,,,,,,
27.08.2021 10:00,30.4,758.0,758.4,0.0,62,Wind blowing from the north-northwest,3,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",Less than  50,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,22.4,,,,,,
27.08.2021 07:00,24.8,758.0,758.3,0.6,79,"Calm, no wind",0,,,20–30%., ,,,23.8,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,20.8,,,,,,
27.08.2021 04:00,24.2,757.4,757.8,0.5,80,Wind blowing from the south-southwest,3,,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,"2500 or more, or no clouds.",Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,20.5,,,,,,
27.08.2021 01:00,25.4,756.9,757.2,-0.2,77,"Calm, no wind",0,,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,"2500 or more, or no clouds.",Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,21.1,,,,,,
26.08.2021 22:00,28.0,757.1,757.5,0.7,64,Wind blowing from the south-southeast,2,,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,20.6,,,,,,
26.08.2021 19:00,29.4,756.4,756.7,1.1,64,Wind blowing from the east,3,,,70 – 80%., ,,,,34.2,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,21.9,,,,,,
26.08.2021 16:00,32.6,755.3,755.6,-0.9,42,Wind blowing from the east-southeast,4,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,18.1,,,,,,
26.08.2021 13:00,33.6,756.2,756.5,-2.0,46,Wind blowing from the east-southeast,3,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,20.3,,,,,,
26.08.2021 10:00,31.4,758.2,758.5,0.1,51,Wind blowing from the south-east,5,,,no clouds, ,,,,,,,,,,12.0,20.0,,,,,,
26.08.2021 07:00,24.8,758.1,758.4,1.3,81,"Calm, no wind",0,,,no clouds, ,,,24.4,,,,,,,10.0,21.4,,,,,,
26.08.2021 04:00,25.0,756.8,757.2,-0.5,80,"Calm, no wind",0,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,21.3,,,,,,
26.08.2021 01:00,26.0,757.3,757.7,-0.3,74,Wind blowing from the south-west,1,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,20.9,,,,,,
25.08.2021 22:00,28.4,757.6,757.9,1.0,68,Wind blowing from the east-southeast,1,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,22.0,,,,,,
25.08.2021 19:00,29.6,756.6,756.9,0.9,65,Wind blowing from the east,1,,,40%., ,,,,35.6,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,22.4,,,,,,
